"sim_no","mitigation","prob","surveillance","test_days","test_type","start_type","n_HH","test_sens","total_days","run_specials_now","child_trans","teacher_trans","high_school","p_asymp_adult","p_asymp_child","p_subclin_adult","p_subclin_child","mult_asymp","mult_asymp_child","quarantine.length","quarantine.grace","turnaround.time","n_other_adults","n_class","test_quarantine","disperse_transmission","dedens","n_start","days_inf","time","n_contacts","n_staff_contact","rel_trans_child_symp_HH","rel_trans","start_mult","test_start_day","n_tot","isolate","no_test_vacc","time_seed_inf","seed_asymp","overdisp_off","num_adults","version","include_weekends","rel_trans_adult","rapid_test_sens","adult_unvax_hosp_rate","child_unvax_hosp_rate","adult_vax_hosp_rate","child_vax_hosp_rate","type","variant.attack","vax.rates","notify.scenario","vax_eff","attack.df","child.vax","teacher_susp","child_susp","family_susp","notify","test","test_frac","i","rel_trans_HH","rel_trans_CC","adult_prob","child_prob","class"
103,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,103,3.07692307692308,1.53846153846154,6e-04,0.00039,10
103,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,103,3.07692307692308,1.53846153846154,6e-04,0.00039,2
103,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,103,3.07692307692308,1.53846153846154,6e-04,0.00039,7
104,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,104,3.07692307692308,1.53846153846154,6e-04,0.00039,1
104,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,104,3.07692307692308,1.53846153846154,6e-04,0.00039,2
104,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,104,3.07692307692308,1.53846153846154,6e-04,0.00039,5
105,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,105,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,12
105,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,105,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,7
105,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,105,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,20
106,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,106,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,3
106,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,106,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,1
106,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,106,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,2
107,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,107,3.07692307692308,1.53846153846154,6e-04,6e-04,2
107,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,107,3.07692307692308,1.53846153846154,6e-04,6e-04,8
107,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,107,3.07692307692308,1.53846153846154,6e-04,6e-04,12
108,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,108,3.07692307692308,1.53846153846154,6e-04,6e-04,3
108,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,108,3.07692307692308,1.53846153846154,6e-04,6e-04,0
108,0.35,0.00039,TRUE,"2x_week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,108,3.07692307692308,1.53846153846154,6e-04,6e-04,1
109,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,109,3.07692307692308,1.53846153846154,6e-04,0.00039,9
109,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,109,3.07692307692308,1.53846153846154,6e-04,0.00039,3
109,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,109,3.07692307692308,1.53846153846154,6e-04,0.00039,12
110,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,110,3.07692307692308,1.53846153846154,6e-04,0.00039,0
110,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,110,3.07692307692308,1.53846153846154,6e-04,0.00039,6
110,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,110,3.07692307692308,1.53846153846154,6e-04,0.00039,3
111,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,111,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,9
111,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,111,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,5
111,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,111,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,22
112,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,112,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,1
112,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,112,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,5
112,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,112,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,3
113,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,113,3.07692307692308,1.53846153846154,6e-04,6e-04,1
113,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,113,3.07692307692308,1.53846153846154,6e-04,6e-04,6
113,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,113,3.07692307692308,1.53846153846154,6e-04,6e-04,4
114,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,114,3.07692307692308,1.53846153846154,6e-04,6e-04,8
114,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,114,3.07692307692308,1.53846153846154,6e-04,6e-04,3
114,0.35,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,114,3.07692307692308,1.53846153846154,6e-04,6e-04,3
115,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,115,3.07692307692308,1.53846153846154,6e-04,0.00039,4
115,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,115,3.07692307692308,1.53846153846154,6e-04,0.00039,6
115,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.0455,0,0.5,0.5,0.5,TRUE,FALSE,0,115,3.07692307692308,1.53846153846154,6e-04,0.00039,10
116,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,116,3.07692307692308,1.53846153846154,6e-04,0.00039,16
116,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,116,3.07692307692308,1.53846153846154,6e-04,0.00039,0
116,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.0455,0,0.5,0.5,0.5,TRUE,TRUE,0.9,116,3.07692307692308,1.53846153846154,6e-04,0.00039,24
117,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,117,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,3
117,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,117,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,17
117,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,FALSE,0,117,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,11
118,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,118,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,3
118,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,118,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,5
118,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.0455,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,118,3.07692307692308,1.53846153846154,6e-04,0.000472727272727273,8
119,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,119,3.07692307692308,1.53846153846154,6e-04,6e-04,3
119,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,119,3.07692307692308,1.53846153846154,6e-04,6e-04,3
119,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,FALSE,0,119,3.07692307692308,1.53846153846154,6e-04,6e-04,8
120,0.35,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.0455,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,120,3.07692307692308,1.53846153846154,6e-04,6e-04,3
